title,author,review,genre,erotic,grotesque,insane,paranomal,esthetic,painful,date
外科室,泉鏡花,"なかなか理解しにくかった。綺麗なイラストと文を見比べてなんとなく理解した。ロマンチックなイメージがあったので読んでみると、ある意味男女のお伽話で、耽美に儚く描いているのだろうと思う。
=
近代文学で1番好きな作品。麻酔を打たないと手術できないのに、頑なに拒む理由にグッとくる。文章もすごく流麗。幸せな結末では無いけどいつも綺麗だと感じる。何度でも読み返したくなる。
=
明治の価値観をそのまま描き出しているような、美しさと醜さが混在した物語。過激な描写とは思いつつ、グイグイ引き込まれる文章が印象的。
=
文語体なので正確には把握してないだろうけど、怖くて美しい…！外科手術を受けることになった伯爵夫人は頑なに麻酔を拒む。理由は、麻酔中に譫言で秘密を言ってしまうから。夫にそう告げたそれだけでもう、言ったも同然、待つのは死しかなかったのか。秘めた想いの相手は手術を受け持つ医師。身分違いの恋なのですね。「痛みますか」「いいえ、あなただから、あなただから」「でもあなたは私を知りますまい！」そして自ら胸を掻き切る。医師の答えは「忘れません」この部分、震えますね。堪能しました。
=
長年の秘密を譫言で吐露することを恐れて麻酔を拒む伯爵夫人の手術が、意識を保ったまま始まる。どろどろした展開になるかと思いきや意外にも純愛小説。でも、私には美しい恋慕よりも極端な執念に見えてしまった。悲劇のヒロインに酔っているような夫人に若干の拒絶反応が生じる。麻酔を拒んだ理由が「彼の手を生身で感じたい」だったら、歪んだエクスタシーに興奮できたかも。静寂の中で静かに響くクライマックスの医学士の台詞には鳥肌が立った。今まで読んだ乙女の本棚シリーズで最も読みづらいが、脳内に心地よく響くリズミカルな文章は好き。",純文学,1,4,0,0,5,5,
桜の森の満開の下,,"坂口安吾をきちんと読んだのは初めて。思ってたよりもとっつきやすかった。今まで桜の美しさに恐怖を感じたことはなかったんだけど、美しいことと孤独さって何か通じるものがあるのかもしれない。予想してた内容よりもだいぶ刺激的なお話で、桜が満開になる季節が来るたび毎年思い出してしまいそう...。
=
桜の花が咲く時期になると思い出す物語。人は美しさを夢見て恋焦がれ、その儚さに己の醜さと孤独を思い知る。そして今年の桜も、ひとときの夢のごとくに散っていく。
=
現代は桜の下でドンチャン騒ぎが定番だか昔はそうではなかった。桜の下に居るだけで恐怖の場所だった時代。山賊がある日絶世の人妻を連れ帰り自分の女房にする。しかし、女は美しさと同等の我儘と残忍な性格を持っていた。女の欲望を満たすために都へ移り住む。女の欲望がエスカレートしていく話。美女なのに人の首で遊ぶというえげつない対比が半端ない。恐怖を知らない男が桜の下で女が鬼に見えたシーンでやっと感情に恐怖という名がついたんだろう。桜の幻が見せてくれた感情。桜は綺麗だけど人を惑わす不思議な存在。
=
美しいイラストとグロテスクな文章が、ゾッとする魅力を醸し出す一冊。
=
桜の美の下に魔が潜む、桜に魅入られ、妖しく耽美な夢に呑まれて狂死。なるほど堪らん。恰も男だけがまともであるかのような空気を出してきた終盤だが、言われるがままに夜な夜な人を殺めては首を持ち帰り、妻が生首を集めて遊んでいても引いていない時点で、破れ鍋に綴じ蓋でしかない。きっと人は斬れてもケーキが切れない部類のアレなんだろうなぁ。",純文学,1,4,2,3,5,2,
魔術師,,"どこか怪しくて、でも魅力的な世界観。彼の女は、一緒に堕ちて幸せなのか。
=
幻想小説。谷崎潤一郎は倒錯、変態の世界ですが、現実生活をリアルに書く作家だと思ってたので、意外に思って読み進めましたが、最後には「やっぱりね～♪」と笑っちゃいました！
=
描写が細かく、妖艶さが溢れていて結構ドキドキしながら読めたのだけれど、最後の終わり方が唐突でびっくりした。え、あ、そう……おわり？！ってな感じ。女の恋は一途で重くてどこまでも執着していくのに対して、男の恋は見掛け倒しで気移りしやすくて〜という話なのかな？
=
妖艶な谷崎潤一郎の世界。彼と彼女の愛情が試される公園の魔術の館。魔術師のまやかしに負けない彼女。やがて、まやかしに負けてしまう彼。ではその魔術をかける魔術師は、一番弟子すら魔術の犠牲とし、自分への隷属をまやかしの中で得ることが快楽なのだろうか。もしそうなら、最後に、彼女が自ら彼のために自分を捨てて魔術にハマり、彼を絡め取ったとき、そして二人が二度と離れなくなったとき、魔術師は何を思ったろう。
=
美しいものと醜いものが一緒になっているような、正反対の要素が合わさったものに惹かれる人はよく見かけるけど、この本にもそんな感じのことがよく出てくる。凛として涼やかな主人公の彼女が半羊神になる場面などその代表だと思う。主人公曰く「醜く呪わしい半獣の体」になっても尚、一途さと激しさを失わない姿には人間の時とはまた違った美しさを感じた。舞台となった場所は作者の考えた架空の世界だけれど、読むかぎり夜中に見た遊園地みたく、ごたごたとした作り物めいた美しい場所なのだろう。",純文学,0,0,1,3,4,1,
人間椅子,,"これは完全なる創作か、はたまた真実か。何度読んでも不気味で胃のあたりがギュッとする。狂気と倒錯のエロティシズム。謎を残した余韻も良し。
=
読み始めたらノンストップ。 ページをめくる手が止まらない。ラストが近づくにつれ募る気持ち悪さ。まさか、まさかそうじゃないよね！読了後も暫くおどろおどろしさが残った。名作だが、当分読まない。
=
やっぱり読み返しても気色悪いですな。 美しい絵が余計に不気味さを強調しています。これも乱歩なんだよなぁ。
=
物語にすっかり引き込まれ、窓の外を覗きたくなった瞬間に二通目の手紙が届く。やられた。そういうオチなんだ。これは、面白かった。なんだかキモいなぁーとゾワゾワしているところでこれか!これって信じていいんだよねと確認したくなった。
=
本を開いた瞬間から異次元世界に引き込まれる。そこは漆黒の空間、重厚な存在感を放つ椅子の中に潜むのは椅子職人だ。様々な人の皮膚や骨格を優しく受け止め、椅子職人の温もりを絡ませる。そしてそこに座った一人の女性への思いが募り、熱い恋文を託すのだが・・。おどろおどろしく生温い風が揺らす不気味さ。ホノジロトヲジのイラストには身震いが止まらず。",純文学,4,1,5,0,2,0,
刺青,,"美しいけれど気持ち悪さがあって、畏まった文体にある気持ち悪さをどう考えたらいいのだろうと毎回悩みます。
=
女は苛烈な性分を持っていたが、親の死と没落によって心を偽るようになっていた。その隠れた性分を清吉のエゴで引き摺り出したというのが作品の流れとなっている。女は作品冒頭で書かれているように卑屈な醜い弱者から美しい強者へと生まれ変わった。刺青前と後で女の態度が大きく違うのは、別の人間になったことを表しているのだと思った。
=
倒錯した美への憧れと誉れ、谷崎節全開の短編です。
=
美しく写実的な日本語には惹かれるのだけど、なんせ、表現しているものがことごとく苦手なヤツ。好きと嫌いが相まって、非現実な世界観。具合が悪くなる。
=
谷崎潤一郎の甘美で毒気のある世界に浸れた。",純文学,2,1,1,0,5,0,
秘密,,"秘密がバレればより一層、魅力がなくなって見えてしまうのだろう　秘密を暴くほうも暴かれたほうも冷めてしまうのは何とも皮肉
=
秘密ってのが人を突き動かし、それがなくなってしまうと冷めてしまう。変態さ、残忍さの根幹にあるもの。絵との相性抜群でこれぞ耽美主義って感じだ〜と思いつつ読了。
=
谷崎潤一郎作品は初めて読んだが、なんとも言えぬ官能的な雰囲気と不穏な空気に虜になった。
=
なんて勝手で艶やかで退廃的。昔の女に再会するシーンまでは秘密を持つ者側の視点でスリルと愉悦と少しの優越感を感じる主人公が、その後は秘密を持つ女に絡め取られ幻想的な夜を重ねながらも、秘密を暴いて現実がわかると冷めてしまう。しかも別の性癖に目覚めて墜ちていく様子にゾクゾクしました。
=
秘密ほどそそられるものはない。自分が秘密を持った時の隠した優越感もたまらない。あからさまな描写がないことで淫靡さを引き立てる。",純文学,1,0,0,0,4,4,
人でなしの恋,,"妻だった女性の語りは亡き夫への罪滅ぼしでした。「人でなしの恋」とは、この世の外の恋のこと。夫は命のない、冷たい人形に恋をしていました。真実がわかった妻は人形を滅茶滅茶に叩きつぶしてしまいました。こんなことになるなんて・・・　恋も嫉妬も人を狂わせます。人でなしにしてしまいます。
=
本作についても「怖い」、「不気味」という印象を持ちました。若い娘が、旧家の美男子と結婚する。夫は妻を可愛がり、妻は幸福であった。しかし夫は、周囲が寝静まると、夜な夜な寝室を抜け出した。やがて気になった妻は、夫のあとをつけることにする…。語り口が非常に面白く、あっという間に最後まで読んでしまいました。今まで食わず嫌いで、ほっこり系しか受け付けませんでしたが、怖い話もいいかも…！
=
誰が人でなしだったのか、妙に引っかかるのですが、亭主が焦がれる相手の正体を知ったとき、猟奇的なものを感じました。 それもじわじわと核心に迫り、破綻で幕を閉じるところが、江戸川乱歩流でしょうか。
=
やっぱりこの狂っている世界観が怖くて面白い。
=
人形に恋をした男とその妻の話。美男の旦那とその愛情を受けた人形を線の細く儚いイラストで表現しており、鳥肌が立つような感覚に襲われた。人形のイラストが不気味で最後のシーンなど、おどろおどろしいの一言に尽きる作品だった。",純文学,1,0,4,1,3,4,2025年6月19日
ぼぎわんが、来る,,"第一章のぼぎわんらしきものの登場が怖かった。そこから時を経てぼぎわんが接近してくる過程や、そもそもぼぎわんが何なのか突き詰めていくところ、ぼぎわんから標的として狙われているのか謎解きしていく過程が恐怖を駆り立てる。文章で頭の中に絵を描写させる筆力がすごい。 最後がアクションっぽいのがなぁ、そこだけなんか違う形でいけなかったかなぁ。
=
その常軌を逸した怨念もさることながら、語り手を変えて判明する意外な事実に背筋が凍った。戦闘ではなく智略で解決していれば尚良かったが、それでも続きを読みたいと思わせる魅力に溢れていた。
=
オカルト異能力バトルって感じだった ホラーではなかったけど、ファンタジーとかアクションものとして考えたら面白かった
=
ぼぎわんが日常を侵食していく様は確かに恐ろしかったですが、背筋が凍るような恐怖小説…というよりも民俗学などからぼぎわんの正体に迫っていく展開や、登場人物の本性が意外なものだった事実などミステリ要素があってホラー初心者でも非常に楽しめました。あと単純に比嘉姉妹がかっこいい。
=
とても不快で、とても素晴らしい傑作だった。 そして、僕はこの作品で2度殺されました。 まず1度目の殺害は、夫婦の描写。 イクメンを気取る秀樹と、それを冷ややかに見つめつつも、日々育児で摩耗する香奈との対比。 特に第一章で家族を守るために奔走しつつ、彼なりに育児に励む描写が、第二章で香奈の視点になると、全否定という鬼畜っぷり。 読んでいて、まるで自分のことを言われているようになり、胃が痛くなる。 ",ホラー,0,3,0,5,0,0,
のぞきめ,,"村に行ってからが長い。民俗学ミステリ、村ミステリ好きなので、村に行くまでは、面白かったんだけどな…残念。 語り手がコロコロ変わるのも、割と好きなので本当残念。前置きもくどくて長いです。 これで映画作ったら、そりゃあ退屈だろうなぁ… とにかく、終盤で途端にペースが落ちてしまいました。 ところで、想一が祠で見たものは、本当は何だったんだろうね？今まで、寸でのところで止めていた恐怖を、絶叫してしまうほどのものだよ。
=
わあ、これは怖かった。ホンマにぞわぞわした。ホラーは好きやけど、序章に本を読んでいる最中に、普段は感じない視線を感じたら、本を閉じる事をお勧めしますって、この一文だけで充分に怖いよ。普段は夜寝る前に本を読むけど、テレビつけっぱなしで、しかも、朝から読んだし、怖いって感じたら飛ばし読みもした。でも、朝から走るランニングで、誰かがつけて来ているのではと、何度も振り返ってしまった。話の内容も怖かったけど、些細な音が気になって仕方なかった。幽霊は絶対に見たくはないが、こういう、視線を感じる怖さもたまらなく嫌やわ
=
現代と50年以上前の２つのエピソードをまたいで、ある土地の人を覗いて狂わせる不穏な怪異が立ち上がる。怪異(ホラー)と悪意(ミステリー)が混然一体になりつつ、最後は悪意の部分を解きほぐし、怪異は怪異として残す不穏さが、やっぱ三津田さんのすごいところだ。そして、見られたり、追いかけられたりする描写が、今回も秀逸。リゾートバイトが体験した現代パートの話が怖かった…。
=
最近のスタイリッシュな三津田作品って感じ。くどくど少なめで、あんまり読んだことない人でも取っ付きやすいかも。ホラー要素の方が強いけれど、そんなにミステリに拘らなくてもいいのになぁと思ってしまう。親の仇なんかってくらい、ホラーとミステリを融合したがるの何でなの。刀城言耶くらいの塩梅なら良いのだけれど。ここまでホラーに舵を切ってるなら、もうホラーを突き詰めて理不尽に呪われて終わって欲しい気持ちが強いな。
=
第一章はネット怪談とか洒落怖のあるあるを、プロの筆力で物凄い豪華にした感じで面白かった。自分の顔をぐるぐる巻きにしてまで、見ないようにするっていうシーンが想像したら怖かった。 終章の最後の真相は、多少強引な所もあるけど 個人的には凄い楽しめて、スッキリした。 みんな腹がよじれてたっていうのは、毒だけじゃなくのぞきめの呪いもあったのかなと思うと凄い怖かった。 ただ実は少女を嫁にしていたっていうのと、 城戸が浄土で和尚の子孫っていうのは、読者を驚かすネタと伏線のためにやってるようなワザとらしさを感じた。","ホラー, ミステリー",0,1,2,4,0,4,
夜市,,"ホラーといっても残酷ではなくて、怪異が出てくる古風でおどろおどろしい雰囲気がいい。夏の夜のちょっと湿度を感じる蒸し暑さを感じる。最後の「これは成長の物語ではない」がその通りなんだけど、こういうストーリーもあるのかと感動した。夜市も古道も、もしかしたら本当にあるかもしれない、と思わされる。
=
異界の描写が良い。ストーリーも思わず唸ってしまうほど上手かったけど、それ以上に異界の描写に魅せられた。舞台が2作とも日本の原風景とも言える場所なこともあってか、異界を鮮明に想像できる。そして同時に郷愁に駆られる。その郷愁と、これらの異界に没入して得られる感覚とが、この作品の他に無い良さだと思う。
=
ホラーというよりも、世にも奇妙な物語風のファンタジー&冒険という印象。子どもにもおすすめしたい。
=
夜市も風の古道もすこし悲しさが残る終わり方をしているのがとても良かった。ハッピーエンドではないところがいい。 ストーリーの内容はホラーというよりも現実社会に紛れ込んでいるファンタジーといった印象。 夜市も風の古道も物語の舞台や人物の設定が良い意味で漫画っぽい。内容も一貫して読みやすく、「これ漫画にしたら合う」と思いながら読んでいた。 仄暗いけどどこか温かさが感じられる作品だった。
=
幻想的な雰囲気というか寓話感というかなんともいえない雰囲気が似てますよね。","ファンタジー, ホラー",0,0,0,2,1,4,
ぼっけえ、きょうてえ,,"ずーっと何やら薄気味悪く、暗い空気の漂う世界観。どの作品も世界観にハマり込んで情景が見えるよう。表題作のぼっけえ、きょうてぇが、強烈に怖かった。
=
まとわりつくようなべちゃーっとした息苦しさを含む短編群にすっかりあてられてしまう。津山とか地名の時点で生々しいし横溝ホラーのイメージもオーバーレイして、これぞ中国地方ホラーという感じ。女性作家だからか情欲要素めっちゃ濃いめ。
=
岡山の土俗、昔の時代の様子が実に生々しさ、臭いを伴いながら感じられる。表題作は最後の問いにどう答えたらいいのか分からない。「密告函」闇の濃度が最も濃いのは人というのはうまい表現。魔性の女のせいで平穏な日常が壊されたというべきか、本性が浮かび上がったというべきか。「あまぞわい」最後まで救いがなく、絶望してしまうのも無理はない。「依って件の如し」一番印象に残った。穏やかな竹婆の裏の顔も含め、こちらも最も恐ろしいのは人だと思う。
=
やはり怖い。匂い立つような生々しさがこれでもかと感じられます。怖さと艶っぽさを両立した作品でした。個人的には「密告函」が一番でした。コレラによるパンデミックが起きている小さな村。役人の弘三が隠れ感染者を炙り出すために設置された密告函の担当となり職務を果たしていく中である女と関わりを持ってしまうという話。弘三が震え上がるのは自業自得なわけですが、当の本人にすればたまったもんじゃないだろうなぁ。人間の本性は誰にも分からないといったところでしょうか。
=
人の狂気と情念、そして現実の狭間に揺らめく怖さを感じた。未知なもの、幽霊、呪いといった話も怖いけど、この怖さはなんだか後味の悪さを感じる怖さ。",ホラー,4,4,4,5,3,4,
